code,film,revenue,budget,language,popularity,runtime,vote.average,vote.count,id,tagline,release.date,genres,certification,month_release,year_release,lustrum,log_popularity,log_revenue,time,name
16,Big Hero 6,657818612,165000000,en,240.904,102,7.8,11192,177572,"",2014-Oct-24,"[28, 12, 16, 35, 10751]",PG,October,2014,2010-2015,5.48439851388314,20.3044397856333,genre3,Animation
16,Akira,,10000000,ja,14.566,124,7.9,1934,149,Neo-Tokyo is about to E.X.P.L.O.D.E.,1988-Jul-16,"[16, 878]",R,July,1988,1985-1990,2.67869004579572,-Inf,genre1,Animation
16,The Emperor's New Groove,169327687,100000000,en,15.921,78,7.5,3911,11688,It's All About.....ME!,2000-Dec-09,"[12, 16, 35, 14, 10751]",G,December,2000,2000-2005,2.76763899251387,18.9473463718305,genre2,Animation
16,The Princess and the Frog,270997378,105000000,en,18.846,97,7,3164,10198,Every Love Story Begins With a Kiss...,2009-Dec-08,"[16, 10749, 10751]",G,December,2009,2005-2010,2.93630068978456,19.4176197035204,genre1,Animation
16,Dragon Ball Z: Cooler's Revenge,,,ja,9.564,48,6.7,293,24752,"",1991-Jul-20,"[28, 16, 12]",R,July,1991,1990-1995,2.25800604959608,-Inf,genre2,Animation
16,Shrek the Third,798958165,160000000,en,16.954,93,6.2,5487,810,He’s in for the Royal Treatment.,2007-May-17,"[14, 12, 16, 35, 10751]",PG,May,2007,2005-2010,2.83050379418621,20.4988191431608,genre3,Animation
16,Ponyo,202404009,41677699,ja,26.308,100,7.7,2021,12429,Welcome to a world where anything is possible.,2008-Jul-19,"[16, 10751]",G,July,2008,2005-2010,3.26987307543911,19.1257763024937,genre1,Animation
16,The Swan Princess,9771658,20000000,en,8.385,89,6.6,595,22586,An enchanting classic destined to capture your heart and free your spirit.,1994-Nov-18,"[12, 16, 35, 14, 10751]",G,November,1994,1990-1995,2.12644439527517,16.094996712794,genre2,Animation
16,Pete's Dragon,,10000000,en,7.381,128,6.3,405,11114,Brazzle Dazzle Brilliance!,1977-Nov-03,"[16, 35, 14, 10751]",G,November,1977,1975-1980,1.99890913078792,-Inf,genre1,Animation
16,Kiki's Delivery Service,18172849,6900000,ja,19.291,103,7.8,1845,16859,"I was feeling blue, but I'm better now.",1989-Jul-29,"[12, 16, 18, 14, 10751]",G,July,1989,1985-1990,2.95963866590575,16.715439224999,genre2,Animation
16,The Adventures of Tintin,371940071,130000000,en,15.319,107,6.8,3603,17578,"This year, discover how far adventure will take you.",2011-Oct-25,"[12, 16, 9648]",PG,October,2011,2010-2015,2.72909388803056,19.7342432997971,genre2,Animation
16,Dragon Ball Z: Lord Slug,,,ja,8.274,52,6.1,247,39102,"",1991-Mar-19,"[28, 12, 16]","",March,1991,1990-1995,2.11311806803922,-Inf,genre3,Animation
16,Charlotte's Web,5232000,,en,9.216,94,6.6,203,15171,That humble radiant terrific book is now a humble radiant terrific movie.,1973-Mar-01,"[16, 18, 10402, 10751]",G,March,1973,1970-1975,2.22094110395354,15.4703041721192,genre1,Animation
16,Who Framed Roger Rabbit,329803958,70000000,en,16.673,104,7.4,3318,856,"It's the story of a man, a woman, and a rabbit in a triangle of trouble.",1988-Jun-21,"[16, 35, 80, 14, 10751]",PG,June,1988,1985-1990,2.81379064457832,19.6140089692306,genre1,Animation
16,Over the Hedge,343397247,80000000,en,16.543,83,6.4,2730,7518,Taking back the neighborhood... One snack at a time.,2006-May-17,"[16, 35, 10751]",PG,May,2006,2005-2010,2.80596305162488,19.6543984895056,genre1,Animation
16,The Dark Crystal,40577001,15000000,en,7.087,93,7.2,589,11639,"Another World, Another Time... In the Age of Wonder.",1982-Dec-17,"[12, 16, 14, 10751]",PG,December,1982,1980-1985,1.95826211982812,17.5187119862303,genre2,Animation
16,Despicable Me,543513985,69000000,en,23.936,95,7.2,10952,20352,Superbad. Superdad.,2010-Jul-08,"[16, 35, 10751]",PG,July,2010,2010-2015,3.17538360179207,20.1135659955652,genre1,Animation
16,The Lion King II: Simba's Pride,,,en,12.637,81,6.9,2722,9732,The Circle of Life Continues...,1998-Oct-24,"[12, 16, 10751]",G,October,1998,1995-2000,2.53662901877654,-Inf,genre2,Animation
16,Princess Mononoke,159375308,26500000,ja,22.34,134,8.4,4325,128,The Fate Of The World Rests On The Courage Of One Warrior.,1997-Jul-12,"[12, 16, 14]",PG-13,July,1997,1995-2000,3.10637879364105,18.8867724064241,genre2,Animation
16,Space Jam,250200000,80000000,en,13.733,88,6.7,3269,2300,Get ready to jam.,1996-Nov-15,"[16, 35, 10751]",PG,November,1996,1995-2000,2.61980169554814,19.3377711559971,genre1,Animation
16,Chicken Little,314432665,150000000,en,13.322,81,5.8,2350,9982,"When it comes to saving the world, it helps to be a little chicken.",2005-Nov-04,"[16, 10751, 35]",G,November,2005,2005-2010,2.58941680399099,19.5662805094329,genre1,Animation
16,Dragon Ball Z: Broly â The Legendary Super Saiyan,,,ja,14.418,70,7.2,423,34433,"",1993-Mar-06,"[12, 16, 878, 10751]",PG-13,March,1993,1990-1995,2.66847742598239,-Inf,genre2,Animation
16,Pocahontas,346079773,55000000,en,18.312,81,6.9,3676,10530,An American legend comes to life.,1995-Jun-14,"[12, 16, 10749, 10751]",G,June,1995,1995-2000,2.90755658265027,19.6621798642511,genre2,Animation
16,Antz,171757863,60000000,en,17.838,83,6.1,2941,8916,Every ant has his day.,1998-Oct-02,"[12, 16, 35, 10751]",PG,October,1998,1995-2000,2.88133101324402,18.9615962696782,genre2,Animation
16,Barbie Mariposa,,,en,16.949,75,6.4,251,18198,"",2008-Feb-08,"[16, 14, 10751]",G,February,2008,2005-2010,2.83020883503592,-Inf,genre1,Animation
16,The Lion King 1Â½,,,en,11.371,77,6.5,1885,11430,You Don't Know The ½ Of It!,2004-Feb-06,"[16, 35, 10751]",G,February,2004,2000-2005,2.43106625464259,-Inf,genre1,Animation
16,James and the Giant Peach,28921264,38000000,en,8.287,79,6.4,764,10539,Adventures this big don't grow on trees.,1996-Apr-12,"[12, 16, 14, 10751]",PG,April,1996,1995-2000,2.11468802186691,17.180087661077,genre2,Animation
16,Despicable Me 2,970761885,76000000,en,27.66,98,6.9,8005,93456,Back 2 Work,2013-Jun-25,"[16, 35, 10751]",PG,June,2013,2010-2015,3.31998732623661,20.6935917696121,genre1,Animation
16,Trolls,346864462,125000000,en,16.184,92,6.6,2101,136799,Find your happy place,2016-Oct-13,"[12, 16, 35, 14, 10402, 10751]",PG,October,2016,2015-2020,2.78402309986544,19.6644446621837,genre2,Animation
16,Oliver & Company,74151346,31000000,en,10.118,74,6.7,930,12233,The first Disney movie with attitude.,1988-Nov-18,"[16, 35, 10751]",G,November,1988,1985-1990,2.31431601586974,18.1216187787773,genre1,Animation
16,Bolt,309979994,150000000,en,16.609,98,6.4,3850,13053,Fully Awesome. Ridonculous. Let It Begin.,2008-Jan-29,"[16, 10751, 12, 35]",PG,January,2008,2005-2010,2.80994471711686,19.5520183178771,genre1,Animation
16,Planet 51,104945765,70000000,en,9.993,91,5.7,1244,16866,Something strange is coming to their planet...Us!,2009-Nov-19,"[12, 16, 35, 878, 10751]",PG,November,2009,2005-2010,2.30188484787965,18.4689542508679,genre2,Animation
16,Finding Dory,1028570889,200000000,en,17.028,97,7,8654,127380,An unforgettable journey she probably won't remember.,2016-Jun-16,"[12, 16, 35, 10751]",PG,June,2016,2015-2020,2.83485904796591,20.7514361893296,genre2,Animation
16,The Wild,37384046,80000000,en,10.557,94,5.3,579,9904,Start spreading the newspaper.,2006-Mar-06,"[10751, 16]",G,March,2006,2005-2010,2.35678914700756,17.4367545938346,genre2,Animation
16,Ice Age: Collision Course,408579038,105000000,en,14.588,100,5.9,2725,278154,One small step. One giant mess.,2016-Jun-23,"[12, 16, 35, 10751]",PG,June,2016,2015-2020,2.68019927294643,19.828195937025,genre2,Animation
16,Ghost in the Shell 2: Innocence,9789651,,ja,8.302,100,7.4,432,12140,"When machines learn to feel, who decides what is human...",2004-Mar-06,"[16, 18, 878]",PG-13,March,2004,2000-2005,2.11649644963085,16.0968363652502,genre1,Animation
16,The Hobbit,,3000000,en,6.744,77,6.1,142,1362,"",1977-Nov-27,"[12, 16, 14, 10751, 10770]",NR,November,1977,1975-1980,1.90865322069955,-Inf,genre2,Animation
16,Spirit: Stallion of the Cimarron,122563539,80000000,en,16.084,83,7.6,2436,9023,Leader. Hero. Legend.,2002-May-24,"[12, 16, 35, 18, 37, 10751]",G,May,2002,2000-2005,2.77782498903503,18.6241401391924,genre2,Animation
16,The Black Cauldron,21288692,25000000,en,11.439,80,6.5,634,10957,Hidden by darkness. Guarded by witches. Discovered by a boy. Stolen by a king. Whoever owns it will rule the world. Or destroy it.,1985-Jul-24,"[12, 16, 10751]",PG,July,1985,1985-1990,2.43702856954354,16.8736865976878,genre2,Animation
16,Cars,461983149,120000000,en,53.136,117,6.7,8799,920,Ahhh... it's got that new movie smell.,2006-Jun-08,"[12, 16, 35, 10751]",G,June,2006,2005-2010,3.97285466463439,19.9510389743548,genre2,Animation
16,The Addams Family,200185807,40000000,en,27.937,86,6.2,632,481084,Think your family is weird?,2019-Oct-10,"[16, 35, 14, 10751]",PG,October,2019,2015-2020,3.32995197512191,19.1147565282264,genre1,Animation
16,Mickey's Christmas Carol,2.1e+07,3000000,en,8.487,26,7.6,469,14813,He's back! Mickey Mouse - in his first new motion picture in 30 years,1983-Oct-19,"[10751, 16]",G,October,1983,1980-1985,2.13853558098754,16.8600329956877,genre2,Animation
16,Dragon Ball Z: Fusion Reborn,,,ja,11.561,55,7.3,369,39107,"",1995-Mar-04,"[28, 16]",PG-13,March,1995,1995-2000,2.44763736469319,-Inf,genre2,Animation
16,Frozen II,1330764959,33000000,en,142.657,104,7.1,2786,330457,The past is not what it seems.,2019-Nov-20,"[12, 16, 10751]",PG,November,2019,2015-2020,4.96044314760873,21.0090197709835,genre2,Animation
16,Up,735099082,175000000,en,27.242,96,7.9,13713,14160,"",2009-May-28,"[16, 35, 10751, 12]",PG,May,2009,2005-2010,3.30475990002515,20.4155158535339,genre1,Animation
16,Wolf Children,,,ja,9.15,117,8.2,1225,110420,Love wildly,2012-Jul-21,"[16, 18, 14, 10751]",PG,July,2012,2010-2015,2.21375387928743,-Inf,genre1,Animation
16,Monsters vs Aliens,381509870,175000000,en,13.625,94,6.1,2922,15512,"When aliens attack, monsters fight back.",2009-Mar-19,"[12, 16, 878, 10751]",PG,March,2009,2005-2010,2.61190634054931,19.7596472799138,genre2,Animation
16,Garfield: A Tail of Two Kitties,141702264,60000000,en,11.027,86,5.3,1223,9513,The Ego has landed.,2006-Jun-15,"[16, 35, 10751]",PG,June,2006,2005-2010,2.40034681077654,18.7692386819503,genre1,Animation
16,Tarzan,448191819,130000000,en,18.656,88,7.4,4194,37135,An immortal legend. As you've only imagined.,1999-Jun-18,"[12, 16, 18, 10751]",G,June,1999,1995-2000,2.92616781016808,19.9207318661525,genre2,Animation
16,The Great Mouse Detective,38625550,14000000,en,10.722,74,7,920,9994,London's crime-fighting ace on his most baffling case!,1986-Jul-02,"[12, 16, 9648, 10751]",G,July,1986,1985-1990,2.37229770540535,17.469424532563,genre2,Animation
16,Hercules,252712101,85000000,en,18.479,93,7.5,4420,11970,Zero to Hero!,1997-Jun-20,"[12, 16, 35, 14, 10749, 10751]",G,June,1997,1995-2000,2.91663495219529,19.3477614580342,genre2,Animation
16,The Nightmare Before Christmas,75634409,18000000,en,13.965,76,7.8,5438,9479,"This is Halloween, everybody make a scene!",1993-Oct-09,"[16, 14, 10751]",PG,October,1993,1990-1995,2.63655419939714,18.1414218831051,genre1,Animation
16,Madagascar,532680671,75000000,en,20.574,86,6.8,7031,953,Someone's got a zoo loose.,2005-May-25,"[16, 10751]",PG,May,2005,2005-2010,3.02402814270884,20.0934326862655,genre1,Animation
16,Corpse Bride,117195061,40000000,en,17.886,77,7.4,5056,3933,There's been a grave misunderstanding.,2005-Sep-12,"[10749, 14, 16]",PG,September,2005,2005-2010,2.88401828392399,18.579350292581,genre3,Animation
16,Tales from Earthsea,6.8e+07,22000000,ja,11.517,115,6.7,647,37933,"Once Man and Dragon were one. Man chose Land and Sea, Dragon chose Wind and Fire.",2006-Jul-29,"[12, 16, 14, 878]",PG-13,July,2006,2005-2010,2.44382420468677,18.0350182631404,genre2,Animation
16,Perfect Blue,112536,,ja,11.827,81,8.2,845,10494,The color of illusion is Perfect Blue.,1997-Jul-25,"[16, 53]",R,July,1997,1995-2000,2.47038505326898,11.6310284494375,genre1,Animation
16,Heavy Metal,546545,9300000,en,11.934,90,6.4,320,11827,A Step Beyond Science Fiction,1981-Aug-07,"[16, 878, 12, 14, 10402]",R,August,1981,1980-1985,2.47939146909989,13.2113719253863,genre1,Animation
16,Arthur Christmas,,10000000,en,9.248,97,6.7,815,51052,Ever wonder how 2 Billion presents get delivered all in 1 night?,2011-Nov-10,"[18, 16, 10751, 35]",PG,November,2011,2010-2015,2.22440731193002,-Inf,genre2,Animation
16,The Lion King,987483777,45000000,en,24.596,89,8.3,11732,8587,Life's greatest adventure is finding your place in the Circle of Life.,1994-May-07,"[16, 18, 10751]",G,May,1994,1990-1995,3.20258382809122,20.7106706262502,genre1,Animation
16,Robin Hood,32056467,15000000,en,14.769,83,7.3,2738,11886,Meet Robin Hood and his MERRY MENagerie!,1973-Nov-08,"[16, 10751]",G,November,1973,1970-1975,2.69253038944417,17.2830094994476,genre1,Animation
16,TMNT,95608995,34000000,en,10.499,90,5.9,627,1273,"",2007-Mar-23,"[12, 16, 35, 10751]",PG,March,2007,2005-2010,2.3512800145328,18.3757774635536,genre2,Animation
16,The Return of Jafar,,3500000,en,10.574,69,5.8,1115,15969,The Aladdin adventure continues...,1994-Dec-15,"[12, 16, 10749, 10751]",G,December,1994,1990-1995,2.35839815781326,-Inf,genre2,Animation
16,Zootopia,1023784195,150000000,en,32.812,109,7.7,11150,269149,Welcome to the urban jungle.,2016-Feb-11,"[16, 12, 10751, 35]",PG,February,2016,2015-2020,3.4907943021405,20.7467715942831,genre1,Animation
16,The Land Before Time,84460846,12300000,en,13.832,69,7,1599,12144,A new adventure is born.,1988-Nov-18,"[16, 12, 10751]",G,November,1988,1985-1990,2.62698474838099,18.2517986239958,genre1,Animation
16,The Transformers: The Movie,5849647,6000000,en,7.478,84,7,238,1857,Beyond good. Beyond evil. Beyond your wildest imagination.,1986-Aug-08,"[28, 12, 16, 878, 10751]",PG,August,1986,1985-1990,2.01196537655492,15.5818918755071,genre3,Animation
16,Ocean Waves,,,ja,8.277,76,6.3,221,21057,"",1993-May-05,"[16, 18, 10749, 10770]",PG,May,1993,1990-1995,2.11348058390326,-Inf,genre1,Animation
16,Castle in the Sky,,,ja,15.624,124,8,2046,10515,Haunting and brilliant!,1986-Aug-02,"[12, 14, 16, 28, 10751, 10749]",PG,August,1986,1985-1990,2.74880819357438,-Inf,genre3,Animation
16,WALLÂ·E,521311860,180000000,en,29.243,98,8,12117,10681,"After 700 years of doing what he was built for, he'll discover what he was meant for.",2008-Jun-22,"[16, 878, 10751]",G,June,2008,2005-2010,3.37564022879785,20.0718590002948,genre1,Animation
16,Fantasia 2000,90874570,80000000,en,10.603,74,7.1,736,49948,"",1999-Dec-17,"[16, 10402, 10751]",G,December,1999,1995-2000,2.36113697994366,18.3249907620323,genre1,Animation
16,Joseph: King of Dreams,,,en,13.184,74,6.4,510,16366,"",2000-Nov-07,"[10402, 10751, 16]",G,November,2000,2000-2005,2.57900397316712,-Inf,genre3,Animation
16,The Rescuers,71215869,1200000,en,12.295,78,6.8,1526,11319,Two tiny agents vs. the world's wickedest woman in a dazzling animated adventure!,1977-Jun-22,"[12, 16, 14, 10751]",G,June,1977,1975-1980,2.50919267566816,18.0812262307618,genre2,Animation
16,Frozen,1274219009,150000000,en,36.991,102,7.3,11241,109445,Only the act of true love will thaw a frozen heart.,2013-Nov-27,"[12, 16, 10751]",PG,November,2013,2010-2015,3.61067463981255,20.9655992859155,genre2,Animation
16,Monsters University,743559607,200000000,en,17.347,104,7,7061,62211,School never looked this scary.,2013-Jun-20,"[16, 10751]",G,June,2013,2010-2015,2.85341958077927,20.4269594914647,genre1,Animation
16,The Hunchback of Notre Dame II,,,en,10.634,68,5.3,464,12448,Miracles Do Happen and True Love Can Come True,2002-Feb-05,"[16, 10751]",G,February,2002,2000-2005,2.36405641508215,-Inf,genre1,Animation
16,Barbie Fairytopia: Mermaidia,,,en,16.066,75,6.6,364,13285,"",2006-Mar-14,"[12, 16, 14, 10751]",G,March,2006,2005-2010,2.77670523775162,-Inf,genre2,Animation
16,Ice Age,383257136,59000000,en,22.101,81,7.3,8444,425,They came. They thawed. They conquered.,2002-Mar-10,"[12, 16, 35, 10751]",PG,March,2002,2000-2005,3.09562285636879,19.7642166952428,genre2,Animation
16,Wizards,9e+06,1200000,en,6.617,80,6.5,95,16220,An epic fantasy of peace and magic.,1977-Feb-09,"[16, 14, 878]",PG,February,1977,1975-1980,1.88964209502992,16.0127351353005,genre1,Animation
16,Incredibles 2,1241891456,200000000,en,26.207,118,7.5,7758,260513,Back to work.,2018-Jun-14,"[28, 12, 16, 10751]",PG,June,2018,2015-2020,3.26602655065453,20.9399014221136,genre3,Animation
16,Kronk's New Groove,,,en,11.485,72,6.2,650,13417,"",2005-Dec-05,"[16, 35, 10751]",G,December,2005,2005-2010,2.44104183614106,-Inf,genre1,Animation
16,The SpongeBob SquarePants Movie,140161792,30000000,en,12.139,87,6.7,1485,11836,Bigger. Better. More absorbent.,2004-Nov-14,"[16, 35, 10751]",PG,November,2004,2000-2005,2.49642340991567,18.7583079704588,genre1,Animation
16,Cowboy Bebop: The Movie,,,ja,7.858,115,7.7,374,11299,"",2001-Sep-01,"[28, 16, 878]",R,September,2001,2000-2005,2.06153212113627,-Inf,genre2,Animation
16,Mulan,304320254,90000000,en,23.957,88,7.9,5549,10674,"Let's get down to business, to defeat the Huns",1998-Jun-18,"[12, 16, 10751]",G,June,1998,1995-2000,3.17626055672685,19.5335911719687,genre2,Animation
16,The Little Mermaid,211343479,40000000,en,21.709,83,7.3,4776,10144,Somewhere under the sea and beyond your imagination is an adventure in fantasy.,1989-Nov-17,"[16, 10751, 14]",G,November,1989,1985-1990,3.07772692110662,19.1689952304675,genre1,Animation
16,The Secret of NIMH,14665733,7000000,en,7.388,82,7.5,459,11704,Right before your eyes and beyond your wildest dreams.,1982-Jun-17,"[12, 16, 14, 10751]",G,June,1982,1980-1985,1.99985706233699,16.5010242420972,genre2,Animation
16,How to Train Your Dragon 2,609123048,145000000,en,19.533,102,7.7,6327,82702,The training is over.,2014-Jun-09,"[28, 12, 16, 35, 14, 10751]",PG,June,2014,2010-2015,2.97210534292283,20.2275308545261,genre3,Animation
16,Spirited Away,274925095,19000000,ja,36.206,125,8.5,8667,129,"",2001-Jul-20,"[16, 14, 10751]",PG,July,2001,2000-2005,3.58922485095375,19.43200923671,genre1,Animation
16,Spies in Disguise,,111000000,en,69.67,102,7.3,305,431693,Super Spy. Super Fly.,2019-Dec-24,"[28, 12, 16, 35]",PG,December,2019,2015-2020,4.24376980904203,-Inf,genre3,Animation
16,Kung Fu Panda 2,665692281,150000000,en,19.125,91,6.8,4141,49444,Prepare for the Year of Awesomeness!,2011-May-25,"[16, 10751]",PG,May,2011,2010-2015,2.9509963797126,20.3163380811905,genre1,Animation
16,FernGully: The Last Rainforest,32710894,,en,9.251,76,6.4,342,13225,Do you believe in humans?,1992-Apr-10,"[14, 16, 10751, 12]",G,April,1992,1990-1995,2.22473165378918,17.3032187302325,genre2,Animation
16,Megamind,321885765,130000000,en,15.076,96,6.8,4135,38055,His brain is off the chain.,2010-Oct-28,"[28, 16, 35, 878, 10751]",PG,October,2010,2010-2015,2.71310407540489,19.5897072734832,genre2,Animation
16,A Close Shave,,,en,8.386,30,7.5,421,532,From the Oscar-winning creator of A Grand Day Out and The Wrong Trousers.,1996-Mar-07,"[16, 35, 10751]",NR,March,1996,1995-2000,2.12656364874857,-Inf,genre1,Animation
16,Your Name.,357986087,,ja,28.392,106,8.5,5051,372058,"",2016-Aug-26,"[16, 18, 10749]",PG,August,2016,2015-2020,3.3461074153442,19.6960046804813,genre1,Animation
16,The Simpsons Movie,527068851,75000000,en,14.889,87,6.9,5119,35,See our family. And feel better about yours.,2007-Jul-26,"[16, 35, 10751]",PG-13,July,2007,2005-2010,2.70062268527341,20.0828417450309,genre1,Animation
16,Barbie as The Princess & the Pauper,,,en,13.009,85,7.3,716,15165,"",2004-Sep-28,"[16, 35, 10751]",G,September,2004,2000-2005,2.56564142561942,-Inf,genre1,Animation
